index,First Vector,Second Vector,Label
5353,-65.76074,18.59677,1
5370,-18.6814,30.324375,7
5378,-14.973172,19.749619,7
5390,-20.114824,30.266495,7
5391,-15.375191,-3.6162267,7
5410,-60.621605,1.4344686,1
5415,-63.74297,7.208491,1
5418,-68.16327,12.7399845,1
5432,30.368187,44.78818,5
5445,30.440191,40.32017,5
5489,-62.895527,11.708982,1
5500,-26.78216,8.251266,7
5505,27.293388,45.79319,5
5511,-19.56014,-8.738145,7
5512,-15.08396,0.31581807,7
5514,-17.474844,-2.2268384,7
5517,-65.54478,6.685722,1
5526,-60.49893,1.2819009,1
5536,-65.65077,12.324458,1
5543,-65.16036,11.611908,1
5552,-12.777167,23.598087,7
5559,-67.43013,13.064114,1
5560,-65.313995,14.68009,1
5561,4.794183,23.248552,7
5564,-9.567674,35.169632,7
5568,-26.017529,23.84681,7
5570,-23.232372,27.415186,7
5571,-17.253588,-11.797894,7
5579,-21.322556,28.038208,7
5582,-2.6849613,13.8853445,7
5585,39.936768,53.90029,5
5592,11.49074,24.857195,7
5593,4.030355,12.257514,7
5595,55.635845,0.7156871,3
5598,7.6414247,3.5301428,7
5599,-17.345564,30.436657,7
5600,12.75881,15.710516,7
5601,-2.3143246,-1.2013974,7
5602,-21.98267,17.386457,7
5603,-7.8672867,29.135937,7
5609,-2.528839,17.807022,7
5610,53.938934,1.6193771,3
5612,7.7242517,22.823668,7
5613,56.189064,0.49861676,3
5614,56.344406,-0.29427737,3
5619,55.49316,0.052232265,3
5623,58.86941,-1.5237385,3
5626,6.5688663,6.350386,7
5632,57.50064,-1.2554091,3
5634,55.271004,-1.5449141,3
5638,43.691055,51.25182,5
5641,60.51055,-6.4375997,3
5642,70.19846,-2.0298948,3
5644,53.19102,1.2073199,3
5645,-17.923151,20.281343,7
5646,58.706043,-2.3446171,3
5647,53.26731,1.0909637,3
5649,58.454468,-3.1801443,3
5650,53.183445,1.8269778,3
5651,57.362312,-4.4295416,3
5652,53.221222,9.289904,3
5653,52.261658,8.010409,3
5654,58.20171,-3.7275043,3
5655,53.171474,8.919765,3
5656,70.5786,-1.0523689,3
5658,52.02809,10.428901,3
5659,58.62219,-7.386379,3
5664,56.097816,-4.333429,3
5665,53.4131,7.3948164,3
5666,51.630527,9.048704,3
5667,51.921318,8.606592,3
5668,51.593403,8.715771,3
5669,56.53713,-6.6465693,3
5671,47.803814,7.712233,3
5672,69.69009,-2.2055633,3
5676,51.32315,7.10929,3
5680,69.887535,-2.1037822,3
5681,49.140606,7.484215,3
5682,56.590225,-6.3912115,3
5683,39.61459,5.4344416,3
5685,-70.752975,6.8204145,1
5686,-62.506363,3.657998,1
5687,-68.34112,6.954374,1
5688,-70.75475,6.6907034,1
5697,-61.72226,0.94024545,1
5698,-63.570877,3.72212,1
5700,-22.73515,-4.6059775,7
5709,-5.0048866,14.92556,7
5710,-17.641148,-3.3359025,7
5711,-29.072796,8.87985,7
5712,-19.40205,-9.533944,7
5713,-28.63174,6.491965,7
5734,-66.234856,9.713258,1
5735,-14.863968,20.061247,7
5742,29.133379,45.43793,5
5743,28.684565,43.746967,5
5748,39.141903,46.357277,5
5759,31.554924,51.340214,5
5761,36.19208,53.36978,5
5762,-9.917154,11.5004,7
5765,31.79581,51.467022,5
5767,-14.600093,0.2870544,7
5768,-16.91312,-2.9838529,7
5786,34.691612,39.683487,5
5787,32.295345,44.78108,5
5788,-14.421006,1.579316,7
5789,-4.9738827,15.273295,7
5796,-15.449357,22.50377,7
5798,-18.216467,-2.9662683,7
5801,34.893948,40.67933,5
5802,-14.250099,24.86691,7
5811,-2.164905,12.636739,7
5813,-12.852957,18.321566,7
5814,31.709993,51.911015,5
5822,-68.45805,7.091479,1
5828,28.608988,47.904015,5
5831,-62.65595,0.7698031,1
5837,10.205079,19.201078,7
5847,43.148243,43.976486,5
5852,-28.77537,8.670711,7
5877,-29.374786,9.262284,7
5881,-28.279737,7.9118047,7
5891,29.581337,40.531685,5
5902,-25.925034,18.102716,7
5903,3.9505482,4.483162,7
5904,8.847835,23.593243,7
5905,-0.056648314,5.297692,7
5907,-27.383646,0.5901838,7
5908,8.250723,23.128769,7
5909,4.1630144,4.5734267,7
5913,-5.6234,24.901257,7
5925,32.52757,22.883335,5
5927,31.608469,23.448624,5
5937,43.977615,-43.984104,0
5938,-18.703426,17.389944,7
5939,-8.643859,29.40404,7
5941,35.197456,52.45698,5
5943,47.897522,-28.009796,0
5950,40.38055,-24.588673,0
5956,-8.27349,11.857563,7
5957,-7.917276,15.552761,7
5962,48.63964,-27.736128,0
5965,31.772272,23.258705,5
5967,40.03567,-47.93568,0
5970,37.70552,-29.107794,0
5971,45.634377,-44.33119,0
5976,47.38606,-27.066317,0
5977,31.591728,24.399757,5
5980,36.535267,-31.768314,0
5981,33.873978,-28.860342,0
5991,44.692936,-27.107676,0
5992,40.467865,-43.703754,0
5993,51.207897,-34.649956,0
5995,39.359737,-33.3871,0
5996,50.169613,-32.360863,0
5997,51.025436,-37.301563,0
5998,34.172424,-29.129929,0
5999,38.81341,-28.633858,0
6002,41.29708,-29.46419,0
6009,40.911495,-34.17161,0
6013,38.836697,-34.149536,0
6014,49.51879,-32.19484,0
6016,51.2801,-38.28762,0
6019,51.074112,-32.810402,0
6021,40.008713,-34.140274,0
6025,51.408047,-34.39569,0
6031,39.82019,-29.170809,0
6035,37.17975,-34.287937,0
6038,42.04752,-33.543247,0
6039,51.292416,-38.54375,0
6042,50.000477,-37.904984,0
6044,50.54357,-40.304344,0
6048,39.35367,-28.511467,0
6049,38.15648,-30.658583,0
6052,44.68542,-32.28835,0
6053,39.764675,-28.567255,0
6055,-40.96581,40.411335,6
6061,-41.201595,40.700783,6
6063,-40.877888,40.21369,6
6067,41.408524,54.666367,5
6071,-73.113235,10.814074,1
6074,-64.35765,-0.55737007,1
6081,-17.954153,16.469992,7
6082,-7.5380254,11.350935,7
6088,-18.24298,19.997635,7
6090,38.598804,41.954834,5
6091,36.114727,37.961357,5
6092,45.761356,-43.79394,0
6093,-10.607144,-5.7156634,7
6101,0.5201037,-2.4923031,7
6104,1.4201214,-1.1352503,7
6105,-2.9358916,3.322705,7
6106,-20.77226,22.621946,7
6109,-7.593847,-0.5335737,7
6110,-8.232393,4.431103,7
6112,0.11775517,20.93119,7
6114,3.4917107,29.255821,7
6115,1.8543997,28.841545,7
6116,-6.315543,5.65805,7
6118,1.9081494,19.79321,7
6121,0.7796046,-1.6298885,7
6127,4.870774,-1.4405282,7
6130,45.279594,-30.532488,0
6134,42.74468,-32.81009,0
6135,44.052383,-31.928345,0
6138,37.956375,-29.701813,0
6146,38.27739,-30.433153,0
6148,44.963852,-31.114641,0
6149,43.674454,-45.622578,0
6155,-8.334346,29.07115,7
6161,-26.780107,22.052935,7
6162,-17.012983,5.2112107,7
6163,-21.797539,5.5374203,7
6165,-8.022152,-0.9709185,7
6166,-11.39626,5.7842636,7
6168,-6.6078854,-1.1439345,7
6171,-17.258198,4.912484,7
6172,4.717989,-6.0468884,7
6175,-5.1652107,-8.218302,7
6176,-5.1791067,-4.422674,7
6177,-19.659727,2.5624022,7
6178,4.426925,-6.201349,7
6180,-12.071768,-0.44417074,7
6185,-7.978285,4.237973,7
6187,-27.44417,19.161058,7
6190,-23.873184,26.082848,7
6191,-6.595492,27.190123,7
6192,-28.224289,20.631224,7
6193,1.687637,-9.56739,7
6197,-11.884494,2.080545,7
6198,-4.5958424,-6.120899,7
6199,31.715128,39.771782,5
6200,-12.648625,-0.86904854,7
6201,-16.464981,19.009949,7
6202,-22.377848,19.235607,7
6203,33.41491,46.76489,5
6209,2.6442478,-7.240237,7
6210,4.5242887,8.609092,7
6215,-27.27343,22.222738,7
6216,-23.00371,26.984497,7
6218,-8.448428,15.2234955,7
6224,1.7968383,-8.246183,7
6230,-15.685908,5.042475,7
6232,-10.682597,17.673765,7
6233,8.604858,3.7404437,7
6234,-21.22609,6.67146,7
6235,-27.97638,21.274277,7
6236,-20.110075,6.202466,7
6237,-2.52481,23.808273,7
6238,-1.6203321,6.20865,7
6241,-14.125567,31.264126,7
6242,-27.736734,17.479635,7
6243,-12.535174,31.160866,7
6244,-2.4522014,3.7148058,7
6245,-1.6233584,28.493025,7
6248,-1.223125,28.670134,7
6249,-4.338325,4.711309,7
6250,-14.860491,31.953487,7
6251,-3.6783407,5.009831,7
6252,-4.4984756,19.932346,7
6253,-7.4045277,28.62594,7
6254,-2.8887825,3.516044,7
6255,-4.3719153,5.9826374,7
6258,5.943578,7.3203363,7
6259,0.41361606,-2.4852552,7
6263,1.531108,-2.1267526,7
6264,-11.372007,7.7544665,7
6265,-2.2491856,3.953719,7
6266,0.98959225,3.9880998,7
6267,2.6530395,-2.887232,7
6268,2.976411,8.46003,7
6269,-14.850237,30.896502,7
6270,-4.615692,5.790179,7
6272,1.6865013,-1.5127279,7
6273,1.5182528,-2.760283,7
6274,-5.9391046,27.499138,7
6276,-6.5493593,5.755436,7
6277,35.568096,47.70003,5
6281,-6.7714934,6.088408,7
6282,-1.7222095,2.7266746,7
6283,-9.769573,6.432836,7
6284,-24.000376,20.053566,7
6285,36.724533,45.664383,5
6290,-28.785843,17.798895,7
6291,37.55491,38.56957,5
6292,35.548504,48.746033,5
6293,35.362267,47.942947,5
6296,35.807194,40.35861,5
6297,-40.172344,40.07693,6
6300,-11.112952,13.555107,7
6310,36.76668,48.140427,5
6311,36.93979,43.925846,5
6315,-68.11658,1.6371477,1
6316,39.178402,54.163017,5
6318,-10.739537,7.4666386,7
6319,-13.830604,14.164589,7
6320,38.205616,53.376328,5
6322,-72.64658,1.4899616,1
6323,-66.830345,-1.8233788,1
6325,-27.523508,18.546196,7
6328,-40.84686,40.53357,6
6329,-40.501156,39.91893,6
6330,39.83016,53.89834,5
6335,-69.93515,-1.0319113,1
6341,37.10783,43.60783,5
6353,44.646427,-31.315083,0
6354,40.84274,-38.73169,0
6355,47.710876,-28.1605,0
6358,51.495087,-35.619854,0
6360,44.896862,-44.89323,0
6361,44.780067,-28.729805,0
6362,50.20755,-31.779993,0
6363,38.190815,-28.842718,0
6420,31.239674,23.952944,5
6421,38.4504,-31.04923,0
6422,36.89246,-30.673933,0
6426,44.934532,-31.651821,0
6427,45.507526,-31.46881,0
6434,40.80429,-24.360775,0
6441,40.265106,-24.640623,0
6442,39.933735,-25.67756,0
6464,-28.539467,7.9363666,7
6469,-18.81772,-7.0112157,7
6472,-18.412012,-7.0270596,7
6473,9.852796,19.744139,7
6474,1.769694,-8.304706,7
6475,-19.43407,29.08085,7
6476,-14.983481,6.002677,7
6478,46.617146,-27.758396,0
6479,1.9492837,-4.0810604,7
6480,47.248043,-42.97517,0
6482,46.73813,-27.962923,0
6484,37.35354,-31.336285,0
6485,46.945694,-43.198833,0
6486,42.64418,-32.221092,0
6487,45.299908,-28.322613,0
6489,36.946583,-29.693472,0
6490,45.80128,-28.334034,0
6491,47.295105,-26.827353,0
6492,37.68225,-29.36994,0
6494,48.325916,-27.777184,0
6495,46.43977,-28.239565,0
6496,42.51267,-45.892944,0
6503,-1.7225647,26.662619,7
6505,5.1770864,-4.964151,7
6506,13.166032,21.441677,7
6507,-19.885782,30.795744,7
6510,34.98384,47.07992,5
6512,8.03808,6.7476587,7
6514,4.44906,1.6542823,7
6520,-0.4186354,21.647472,7
6525,8.187477,5.068035,7
6531,-7.370137,11.895024,7
6534,1.4846333,17.416513,7
6536,-4.54223,18.158754,7
6539,4.3911324,15.474063,7
6540,-4.04267,6.3868365,7
6541,0.04115051,-1.2641509,7
6544,-0.3179886,27.760883,7
6545,4.4352484,17.257036,7
6546,1.2628642,5.2520223,7
6547,1.4408258,22.545996,7
6550,34.36188,37.99962,5
6573,-4.742166,-2.7446592,7
6577,-66.44179,18.640305,1
6579,-66.42876,17.315046,1
6584,-69.89703,15.664614,1
6586,-67.36634,15.573178,1
6588,-68.28833,12.826502,1
6601,12.569516,17.2849,7
6609,4.958742,23.508566,7
6653,-14.455133,26.77328,7
6654,-6.747461,16.191328,7
6658,-11.224791,17.97064,7
6672,8.937491,20.38303,7
6673,-18.494951,19.64187,7
6674,-17.607851,1.1661737,7
6698,30.490177,40.248295,5
6703,30.507355,44.698696,5
6707,-19.606356,12.210497,7
6710,-63.840218,18.671335,1
6711,-68.35723,16.317701,1
6714,-63.730522,5.5703053,1
6715,-66.11432,6.586373,1
6718,-70.80108,15.106464,1
6751,-21.200768,27.947884,7
6762,32.09499,50.129932,5
6766,29.256111,47.922413,5
6783,-19.039658,-5.144179,7
6787,-12.098206,20.127832,7
6793,32.97471,48.774696,5
6794,9.986984,21.428143,7
6795,32.79722,49.891487,5
6796,-4.3239107,16.785383,7
6799,13.600276,22.118624,7
6800,33.369972,44.409023,5
6803,10.022129,21.172009,7
6804,32.42132,39.557625,5
6805,9.611252,18.196196,7
6808,-20.489588,16.684124,7
6811,-27.175394,9.003804,7
6812,-19.506813,2.3021567,7
6815,-23.150837,28.06927,7
6816,-15.038457,-2.9606557,7
6817,-21.501999,-2.8113265,7
6818,12.690959,21.487415,7
6820,-15.447059,0.9888215,7
6821,-3.4462082,14.320532,7
6825,33.64044,43.634136,5
6828,-18.057827,18.144564,7
6835,-20.808279,30.38439,7
6837,-21.50956,29.425589,7
6838,-10.610761,22.712618,7
6848,-28.742315,7.8097253,7
6858,27.537506,46.566383,5
6861,-6.6937814,16.148428,7
6862,33.9011,47.553547,5
6864,-16.74155,-5.7681255,7
6865,-1.794334,12.823679,7
6867,-13.9120245,17.355413,7
6868,-2.747555,15.6297245,7
6872,8.124904,5.366265,7
6874,-1.3968244,17.138386,7
6875,7.7890215,3.9961085,7
6876,4.437295,20.249039,7
6881,-0.7400796,15.7091,7
6884,37.95969,48.288105,5
6885,-1.0311813,15.983743,7
6887,4.439594,13.805627,7
6888,-1.5773057,25.844841,7
6889,-14.557657,15.943343,7
6891,-3.018957,18.934147,7
6892,36.7091,41.22812,5
6898,-18.739964,-0.66406107,7
6899,9.37473,2.0302522,7
6900,-2.1792173,-7.4607015,7
6902,13.4604,21.747608,7
6903,-14.89287,-2.8516126,7
6905,6.8377967,-2.8497496,7
6906,-22.739836,-4.8202834,7
6907,-24.782791,2.3938167,7
6909,-69.705475,14.397524,1
6916,-60.170353,0.34132597,1
6918,-67.01058,19.330519,1
6923,-7.9808035,5.2716217,7
6924,-13.174513,6.281807,7
6925,6.8579664,5.7342,7
6926,-11.600384,9.11156,7
6928,3.9044511,17.224802,7
6931,0.6241138,14.845617,7
6932,5.205123,8.063261,7
6933,1.0799905,4.959611,7
6936,4.0611925,11.102683,7
6937,-2.6017628,2.3486967,7
6938,3.7166648,-3.282401,7
6939,-0.010986767,2.7229755,7
6940,4.403303,-2.5215533,7
6942,0.5969812,-3.1642482,7
6944,6.309821,5.744055,7
6946,1.2206187,3.412193,7
6947,5.8432436,19.165182,7
6950,-0.84257764,-2.0184968,7
6953,13.235983,17.753458,7
6957,-5.7822084,-6.644037,7
6962,-12.265745,1.3494346,7
6969,11.5299835,19.086159,7
6974,-5.6102085,19.846083,7
6977,-79.92029,-1.1500674,1
6978,-26.623014,5.4718924,7
6979,-62.074383,1.6379561,1
6983,-16.186237,-9.507289,7
6984,-25.68309,-3.620465,7
6986,-16.76736,-7.483981,7
6987,-15.229811,-1.3847017,7
6988,-7.286525,31.288603,7
6992,-8.191316,-1.2768617,7
6993,-4.371317,-5.218089,7
6994,-6.098153,-1.6964628,7
6996,-11.784785,3.2029667,7
6997,-4.2562346,-5.2078147,7
6998,-26.805283,20.21375,7
6999,4.253527,11.8668375,7
7000,12.594803,17.524343,7
7002,2.734707,12.311555,7
7003,-11.157414,5.218741,7
7005,-2.6859956,-2.453592,7
7008,-2.1944034,-4.089104,7
7009,3.8734035,10.541705,7
7014,-1.5104237,1.9567038,7
7016,0.8745421,3.970952,7
7018,-2.335681,-3.2552853,7
7019,-15.47609,32.261417,7
7020,-14.246227,32.569496,7
7021,3.8833048,8.188954,7
7022,7.2805653,6.0039773,7
7023,-8.218144,28.310085,7
7024,-8.815948,28.215155,7
7028,-8.719042,-2.1091661,7
7029,-2.8478189,-2.0717764,7
7030,1.6915247,-3.8517199,7
7032,-14.285531,6.584322,7
7033,5.074415,1.728074,7
7034,-7.5377603,2.7751632,7
7035,4.3397093,12.706501,7
7036,-9.579006,6.289319,7
7037,-0.2707793,-1.8461504,7
7040,-27.465569,19.983023,7
7041,-6.844236,-5.320514,7
7042,-11.305494,7.2194676,7
7046,-8.441357,-3.8103173,7
7047,-10.570924,7.672734,7
7049,7.3360724,6.936541,7
7051,-13.115782,32.308098,7
7052,-13.184677,31.985294,7
7054,-11.747566,5.3385816,7
7055,-1.0632197,18.064625,7
7056,-11.907252,4.834718,7
7057,-8.035586,5.0723877,7
7058,-6.829101,28.070684,7
7059,-3.5010705,1.4744178,7
7060,-14.812391,32.182716,7
7061,-17.500772,4.9954634,7
7063,-4.851537,-7.529788,7
7064,-20.314453,23.903156,7
7065,-0.19784045,-3.2062883,7
7066,-11.572739,3.0726628,7
7067,-5.067003,-7.982214,7
7068,-5.776963,-8.128139,7
7069,-4.539724,-7.731444,7
7072,34.73094,49.152645,5
7073,-11.872532,3.2234879,7
7074,-26.259668,4.849657,7
7076,-19.475925,2.5804484,7
7077,1.4770591,-9.837254,7
7078,-19.418707,18.907722,7
7079,-25.857376,4.495249,7
7081,-7.491389,-9.097518,7
7087,-10.225479,24.009676,7
7093,-70.15787,-0.9409442,1
7098,34.760326,45.510212,5
7101,-8.900945,12.940759,7
7104,-11.829171,-8.534282,7
7105,-10.768412,-8.325106,7
7107,-9.171414,-8.717571,7
7108,-11.396735,-7.802484,7
7111,-27.494213,21.682846,7
7114,-18.557072,0.86080605,7
7118,-12.315166,-0.57316005,7
7119,3.7123718,-7.731712,7
7121,-22.78288,5.341583,7
7123,-28.253515,17.53213,7
7127,-18.779406,-12.330841,7
7128,32.987526,48.302193,5
7133,-16.732786,27.984707,7
7135,9.111782,2.7428424,7
7137,-2.5117989,-7.0766187,7
7139,-2.3741317,13.340102,7
7140,-14.544772,25.211287,7
7141,33.313072,48.295513,5
7142,9.933899,5.493205,7
7148,12.631373,23.910913,7
7154,10.042118,19.476786,7
7159,4.661653,18.670803,7
7174,3.970989,17.903856,7
7181,2.1370454,15.963958,7
7201,4.0121655,20.090145,7
7242,7.8732796,18.83625,7
7243,-2.2980144,23.930525,7
7244,-16.671417,28.962496,7
7246,-8.553477,32.919827,7
7250,-13.765664,22.369833,7
7256,3.087237,3.5867388,7
7257,-0.12353568,18.87791,7
7259,2.1737154,27.787573,7
7290,1.6649741,24.70796,7
7296,6.338683,4.2384157,7
7300,1.6374396,22.285795,7
7302,9.625538,25.24774,7
7304,10.549039,23.593645,7
7306,-12.900402,32.385906,7
7307,-1.723609,26.69753,7
7308,2.2565558,26.436415,7
7309,1.8656855,15.963999,7
7310,4.1482015,20.33796,7
7317,0.36590624,23.061394,7
7320,4.089754,20.19441,7
7325,1.9567869,23.476908,7
7331,7.503176,7.041113,7
7334,9.912114,20.354013,7
7335,5.3149877,23.727846,7
7336,4.905905,19.68243,7
7337,1.5417999,22.597218,7
7338,-0.75741917,27.18033,7
7342,0.2809119,15.446307,7
7346,2.6181722,27.019573,7
7347,2.1463628,17.539303,7
7349,-0.66818076,24.900799,7
7350,-1.2332132,25.665678,7
7352,-0.21222958,18.426249,7
7353,2.2045085,21.024244,7
7366,-6.1803174,32.170086,7
7368,10.873514,23.415333,7
7408,-0.03755086,27.812113,7
7421,9.951877,23.914877,7
7422,-13.748011,32.943188,7
7428,2.2935774,19.728682,7
7434,11.074484,24.478456,7
7438,11.983077,17.190277,7
7445,-21.58727,6.7120943,7
7453,-27.90512,20.007042,7
7454,13.023276,19.877415,7
7456,11.758664,18.975706,7
7457,8.434586,4.774491,7
7463,4.918838,3.6695666,7
7464,10.274246,24.062576,7
7465,9.72878,25.319813,7
7469,3.2878714,3.574865,7
7470,3.116686,20.644463,7
7476,4.0799766,19.0745,7
7477,2.8348334,27.968395,7
7485,2.6948357,27.731703,7
7486,2.06624,29.095354,7
7504,3.917326,29.419434,7
7510,-7.887632,3.7697637,7
7511,37.808296,48.124275,5
7516,5.8903947,11.349329,7
7550,12.770089,18.428198,7
7560,1.5857359,29.93311,7
7576,-3.230647,21.163115,7
7581,34.16307,42.51967,5
7601,3.8928807,29.472342,7
7616,38.742622,36.93586,5
7619,37.32022,37.370663,5
7621,37.567448,41.74841,5
7624,37.714985,36.734077,5
7625,-5.2178297,4.339846,7
7626,-14.714612,30.616533,7
7629,-21.339188,21.738302,7
7630,36.05779,40.544937,5
7636,35.730328,47.87115,5
7638,38.18356,37.163082,5
7642,-3.4682546,1.854792,7
7643,-5.569587,4.618928,7
7647,-5.545187,-5.598593,7
7650,36.06485,43.020817,5
7652,-22.111473,17.704575,7
7653,6.892751,-6.608304,7
7655,-21.848185,17.599024,7
7659,1.8767937,-3.641105,7
7660,-8.09875,-0.43661872,7
7664,58.984425,-1.6432958,3
7667,4.7952337,2.8409085,7
7668,4.998114,2.1925845,7
7669,-3.812453,-3.4606202,7
7670,0.4394826,3.2844117,7
7671,-11.776497,6.376657,7
7672,-8.950348,28.163012,7
7673,3.2424238,9.81083,7
7674,-28.887604,17.884674,7
7678,-12.0611,9.646313,7
7679,-6.493345,-1.6957312,7
7680,-10.3143425,4.882626,7
7682,3.0344872,9.531194,7
7684,1.2672124,-2.6364398,7
7686,-5.7434106,-8.279338,7
7688,-16.281456,12.598119,7
7690,-64.2964,14.331335,1
7691,-64.43547,14.007697,1
7692,-60.333714,0.44990546,1
7697,-64.94653,2.806165,1
7698,-17.005894,-8.475027,7
7702,-17.907602,-9.339041,7
7704,-28.74438,5.954064,7
7711,-19.159937,-4.422175,7
7712,-26.735315,9.429651,7
7716,-26.539316,10.561026,7
7719,-28.729609,6.1666436,7
7722,-25.115126,10.605192,7
7726,33.880554,38.11708,5
7729,-9.730637,33.79928,7
7733,-24.32132,1.1007805,7
7735,-10.398922,28.105135,7
7738,-24.010386,27.961502,7
7739,-16.998608,-8.610878,7
7740,7.9836793,2.2386127,7
7743,-20.221775,14.089277,7
7744,34.814075,45.276962,5
7746,-18.469248,0.43847683,7
7747,-15.871865,-7.818022,7
7748,-24.162598,26.024147,7
7749,-9.082139,-2.4605772,7
7756,3.9514563,-7.088685,7
7760,-0.6716396,11.276396,7
7769,1.0523238,6.5467253,7
7770,0.9576768,-3.2605515,7
7771,-11.722552,6.492545,7
7772,-7.860621,-5.3344316,7
7775,3.2356324,-3.0703568,7
7777,4.0150647,8.863978,7
7779,-15.363909,30.18909,7
7781,36.154907,46.826843,5
7784,-10.725271,6.1699796,7
7786,7.8194594,6.8405514,7
7794,7.7961736,6.5570726,7
7795,-16.272577,33.207,7
7799,13.540586,18.249407,7
7803,-4.9329205,-2.7402892,7
7808,-20.60735,6.258095,7
7813,-28.086926,20.691708,7
7816,-19.1619,-4.161767,7
7817,-21.52387,28.929316,7
7821,4.3402963,-7.734917,7
7822,-17.329473,0.051713932,7
7824,-6.2564287,-8.299124,7
7826,-19.334412,16.00217,7
7827,-0.36403355,11.501682,7
7828,-10.604845,22.841614,7
7829,-2.4375978,2.6039896,7
7834,4.3711457,15.952046,7
7840,-1.007155,1.6875978,7
7841,-5.385821,19.451336,7
7842,-3.8480945,29.738907,7
7845,-2.71452,30.196598,7
7850,33.43221,39.142582,5
7852,32.61187,49.982037,5
7855,-3.5483902,18.033894,7
7856,-12.64018,-0.66921026,7
7860,4.321301,-7.117428,7
7861,8.185844,3.9884489,7
7862,3.0340364,-8.172319,7
7867,-15.403351,18.896067,7
7868,-8.1011915,33.51439,7
7872,-5.3678193,-5.8795714,7
7873,-22.995216,23.578905,7
7874,2.1350777,-4.7090034,7
7875,-3.9196506,-2.8618612,7
7877,-20.887878,25.95906,7
7883,-12.05521,9.604318,7
7885,33.526505,37.87413,5
7892,-73.64213,-2.5106828,1
7898,39.658577,53.59228,5
7902,-73.59263,1.6620147,1
7903,-74.41515,-2.283761,1
7911,-5.105364,28.35498,7
7912,-12.339065,30.918255,7
7917,-20.970217,18.557028,7
7919,-24.89293,24.08222,7
7920,-10.711796,14.465273,7
7924,-15.316125,30.694057,7
7931,37.218204,37.292973,5
7932,37.081493,42.087696,5
7934,-70.80135,4.421872,1
7937,34.24209,42.68435,5
7951,-23.320688,4.2726226,7
7952,-9.571432,28.675447,7
7953,-17.780327,29.112999,7
7954,-3.4045002,24.30646,7
7957,12.287848,18.345615,7
7961,31.339619,46.945797,5
7962,-0.115600064,11.788146,7
7963,14.302674,19.280834,7
7965,-6.95925,31.494707,7
7967,-8.537199,30.022635,7
7970,-3.696766,-2.4220526,7
7972,0.3313152,22.269453,7
7973,2.377164,10.26993,7
7976,0.50311685,-3.2245717,7
7982,13.991405,20.042614,7
7985,33.05128,38.404797,5
7987,-8.5058565,32.667503,7
7995,1.8800081,-8.976375,7
7996,-13.028082,24.778084,7
7997,-25.804596,4.101659,7
7998,-13.819336,-7.9907217,7
8000,-25.682638,-3.229595,7
8001,-18.417963,-0.124304295,7
8002,-7.886654,-9.330684,7
8008,-26.293198,-3.1574533,7
8010,-26.397839,-3.6398435,7
8011,-25.667095,3.6104941,7
8012,-25.977842,-3.0173068,7
8014,-14.085683,-10.087431,7
8015,-14.541988,-8.197524,7
8022,-16.184061,-7.6531696,7
8026,-13.423324,-8.937527,7
8038,-63.147224,17.157951,1
8041,-24.528938,2.8824735,7
8043,-23.778526,27.961414,7
8047,31.134462,46.9219,5
8049,60.741005,-5.5305285,3
8050,-30.694147,7.9643946,7
8051,43.806007,8.133035,3
8052,58.73754,-6.570688,3
8053,50.831078,0.6316608,3
8061,54.191265,6.330903,3
8065,61.634426,-6.1470814,3
8076,47.64867,7.6752906,3
8078,38.39116,7.616826,3
8079,61.380634,-5.8749027,3
8081,38.148174,5.3440647,3
8082,59.329937,-6.883215,3
8083,54.095814,6.4595156,3
8084,51.09398,0.84893477,3
8087,60.693516,-6.49454,3
8088,56.58764,0.46790814,3
8090,56.708427,-0.48343447,3
8091,58.32717,0.5844283,3
8092,57.988197,2.704046,3
8096,60.28792,-3.8954766,3
8097,60.118572,-4.0119214,3
8098,58.174225,0.015317738,3
8101,58.725143,-0.7975898,3
8102,58.336914,0.3860093,3
8103,58.089718,2.9096725,3
8105,56.14025,-0.41937497,3
8107,60.755135,-4.081274,3
8108,55.29298,-1.2309937,3
8112,56.68394,-5.3240576,3
8114,56.407543,-4.954178,3
8116,59.030617,-5.9830613,3
8125,58.50389,-5.089131,3
8129,39.1472,5.1404586,3
8130,57.34434,12.879118,3
8140,-14.607891,-6.349194,7
8141,-13.90773,-9.951934,7
8145,-26.365458,-2.718204,7
8154,-16.454334,-8.156645,7
8156,-14.206612,-9.000547,7
8157,-26.152502,-2.1587858,7
8158,-14.579302,-8.70809,7
8164,-14.208099,-9.970316,7
8168,58.534,-4.422133,3
8171,-15.926243,1.264427,7
8173,-14.82836,-9.66424,7
8177,-16.307455,-9.799474,7
8193,61.121174,-6.15709,3
8194,60.185123,-6.1683083,3
8195,61.625587,-5.44229,3
8197,57.511135,-5.5587125,3
8199,52.246624,9.5146055,3
8200,56.821045,-5.499892,3
8201,57.781742,-4.946293,3
8203,51.228714,1.4497024,3
8205,55.083103,2.1436434,3
8211,54.40683,1.6424404,3
8214,53.474556,0.7531324,3
8215,55.464947,-0.29149616,3
8231,51.899513,1.1828313,3
8233,58.11125,-0.680334,3
8236,37.825554,4.6922,3
8238,55.237404,-1.2478101,3
8245,52.784973,0.17309998,3
8247,52.713665,0.4671917,3
8255,55.421143,-3.5194647,3
8259,52.097622,0.012782004,3
8260,58.626274,-2.5549233,3
8262,57.064983,-5.3329916,3
8263,56.854584,-5.3279896,3
