index,First Vector,Second Vector,Label
1712,4.2603817,64.68217,4
1715,4.705477,61.65962,4
1717,3.5148466,65.24194,4
1729,2.6009302,65.09395,4
1738,4.5293417,67.55001,4
1749,5.74086,71.239586,4
1754,1.6791215,62.623486,4
1755,-11.403622,73.07302,4
1757,-4.9248633,69.54004,4
1760,-3.883146,66.59063,4
1761,-5.090663,69.739975,4
1762,-5.5080695,69.54023,4
1768,-2.7283816,65.636086,4
1773,-6.5830765,66.35319,4
1776,-3.8361077,65.42072,4
1814,-6.3175817,64.79102,4
1816,-3.1458542,79.308205,4
1817,-3.3958662,78.10537,4
1818,-6.1388674,76.38596,4
1823,-0.70579726,79.83177,4
1824,2.6341379,78.85978,4
1827,7.2013755,76.36167,4
1830,-9.05051,68.715614,4
1831,2.2930174,77.33231,4
1832,0.36376393,71.01618,4
1833,-2.0438697,61.41271,4
1834,-1.4919711,60.55491,4
1835,-2.7444859,61.856983,4
1836,-8.443568,68.63563,4
1840,-3.5244267,78.5788,4
1841,-11.313983,70.39783,4
1842,-3.0958688,79.74565,4
1843,-18.900309,67.69192,4
1847,-7.6361146,77.670235,4
1868,4.498659,-47.458935,9
1869,5.410786,-49.569447,9
1870,5.2347174,-39.70527,9
1871,8.137253,-56.910423,9
1875,-3.9471846,-64.46271,9
1877,2.6130414,-43.362396,9
1878,11.013993,-64.094986,9
1880,1.7212445,-43.9085,9
1882,-0.5129043,-45.712936,9
1883,11.600538,-63.08651,9
1884,8.012976,-56.880405,9
1885,-0.021675212,-43.21766,9
1886,0.14401649,-44.81347,9
1887,12.387342,-62.595203,9
1888,0.62484497,-43.26742,9
1890,11.409032,-63.50184,9
1894,1.8620675,-46.611095,9
1895,5.1097383,-50.013283,9
1896,-0.6393377,-45.755535,9
1899,2.1938682,-46.748272,9
1900,5.4844894,-50.62641,9
1901,10.612037,-58.443634,9
1902,9.157495,-61.305836,9
1905,9.2091675,-60.86129,9
1907,9.075914,-60.89187,9
1909,10.3777895,-58.782227,9
1910,2.8135397,-46.909008,9
1920,5.7525625,-62.760246,9
1922,4.5897145,-56.36038,9
1929,-7.709484,-69.424126,9
1949,3.897541,-56.56725,9
1951,6.801115,-64.892494,9
1952,-10.392384,-40.090767,9
1954,-11.946083,-52.495052,9
1955,9.425139,-67.17099,9
1957,-16.1308,-57.076294,9
1960,-10.290494,-40.937424,9
1961,4.8519497,-60.833088,9
1962,5.421909,-59.420364,9
1963,0.48227715,-67.77613,9
1964,4.5330997,-51.0431,9
1965,-0.015135178,-47.37797,9
1966,5.420042,-50.293133,9
1967,9.5628805,-65.96797,9
1971,5.2950063,-56.755997,9
1973,7.754543,-64.57503,9
1974,9.277618,-65.09902,9
1983,3.0013433,-68.39849,9
2042,16.132315,-45.338116,9
2060,14.842427,-48.566242,9
2066,12.853396,-43.888298,9
2118,15.179791,-43.41843,9
2135,14.372172,-47.266094,9
2140,12.467527,-44.11338,9
2166,14.478304,-47.445915,9
2175,13.996362,-43.554222,9
2179,15.511171,-45.077778,9
2183,11.814217,-47.893394,9
2185,15.197615,-43.57355,9
2186,12.274981,-43.96769,9
2189,15.132939,-44.160267,9
2191,14.867329,-48.81622,9
2196,16.789131,-43.326706,9
2243,15.204008,-46.662754,9
2276,16.03379,-46.00425,9
2280,13.219321,-45.593254,9
2285,14.728796,-46.255775,9
2295,14.807687,-47.388973,9
2298,14.92733,-43.60745,9
2300,14.8248,-43.359173,9
2328,13.969848,-43.50086,9
2329,12.951101,-47.779087,9
2335,14.192592,-43.785454,9
2367,12.944231,-44.71693,9
2394,16.066822,-45.424988,9
2470,13.148131,-48.10128,9
2471,14.382577,-47.28798,9
2474,13.772485,-46.759922,9
2496,10.152756,-47.627834,9
2505,13.554042,-43.218204,9
2507,12.36199,-49.087734,9
2519,-1.6984433,-57.226986,9
2524,-4.562896,-49.9187,9
2533,-7.1712317,-56.68039,9
2534,-14.631804,-37.051075,9
2819,19.222054,-44.160477,0
2848,21.766842,-43.177387,0
2850,22.954525,-41.1381,0
2851,22.925552,-41.20271,0
2854,22.286406,-42.7446,0
2867,22.099682,-41.93926,0
2914,32.99446,23.3484,5
2938,29.600452,-44.791122,0
2963,-43.611805,38.188732,6
2964,29.700686,-46.26119,0
2976,33.10073,23.371502,5
2980,22.420662,-42.30038,0
2983,22.362225,-41.806892,0
2991,22.114662,-41.982197,0
2995,32.884407,24.537046,5
3013,23.12579,-42.899555,0
3017,19.601164,-45.531727,0
3031,19.138556,-45.66532,0
3083,30.101585,-43.693626,0
3098,30.600592,-44.49797,0
3099,30.677101,-45.241077,0
3107,30.37943,-45.408295,0
3110,30.373749,-45.562202,0
3121,30.817644,-45.705055,0
3122,46.21094,-40.71071,0
3123,37.64167,-51.066532,0
3124,32.205147,-37.43496,0
3127,37.284557,-51.025475,0
3132,37.003582,-50.966633,0
3134,32.62365,24.610323,5
3135,32.610977,-35.811035,0
3136,53.68406,-33.007835,0
3141,30.583208,-44.05136,0
3145,46.280064,-40.741337,0
3152,30.48261,-43.90946,0
3156,21.437674,-45.390697,0
3157,20.152266,-44.04016,0
3161,21.324953,-45.239796,0
3172,16.503819,-44.462097,9
3271,-5.1982102,-56.233036,9
3289,-6.940973,-52.691647,9
3296,-6.9126496,-52.305588,9
3328,-7.276151,-52.77358,9
3342,-2.0759864,-52.80622,9
3373,-23.647896,27.22775,7
3375,-18.389711,2.020575,7
3378,43.13264,43.55547,5
3380,-18.959873,-9.557102,7
3381,-65.803375,0.81152284,1
3384,-28.62915,4.1533666,7
3385,-69.818695,3.704366,1
3386,7.1549296,-5.644777,7
3387,35.450916,44.279392,5
3390,7.4311204,3.5646248,7
3396,-23.10305,-2.4473825,7
3398,-11.061579,-5.010536,7
3404,-64.14869,4.2835236,1
3405,-69.75995,6.5383377,1
3406,-13.543705,19.57013,7
3409,-21.161804,-0.83823425,7
3410,36.742718,51.223526,5
3416,-5.6136603,6.1199956,7
3417,-4.256713,8.121931,7
3426,-4.265337,7.829508,7
3427,6.519411,8.395452,7
3429,-3.9989588,29.434124,7
3430,6.6835546,15.809355,7
3433,6.847877,15.616099,7
3434,5.0599856,16.84607,7
3445,3.9640174,5.5756974,7
3448,0.83975005,5.0869846,7
3449,-26.417892,18.429325,7
3450,40.331707,53.07675,5
3451,39.179237,44.657322,5
3452,36.49493,38.996773,5
3454,41.617626,53.47056,5
3457,34.99649,51.761753,5
3459,3.7774136,4.350475,7
3462,41.135242,48.186356,5
3463,-5.5389056,9.071204,7
3468,0.33195564,14.563335,7
3471,35.086464,51.58131,5
3473,-67.7033,-0.41266572,1
3480,-63.16681,17.551683,1
3487,-73.43978,6.1616793,1
3489,3.310894,4.2771425,7
3497,-27.867695,-0.2956633,7
3498,5.9709597,-5.3863497,7
3501,-6.4377823,18.620205,7
3502,3.8048496,5.739114,7
3503,-5.5938416,25.16132,7
3504,-4.979608,-11.1819315,7
3505,-1.4938877,-10.060979,7
3506,-1.690248,-10.543954,7
3509,-24.378944,0.5175982,7
3510,-20.29829,1.9778758,7
3511,3.7570033,-9.187335,7
3515,-11.531598,-4.556766,7
3519,-19.998646,-10.612343,7
3522,-27.185688,-1.5979378,7
3524,-62.36298,-1.4732467,1
3526,-23.293114,-0.40793747,7
3529,-76.075745,3.342028,1
3531,-64.5153,-1.9173948,1
3534,-74.74271,9.171169,1
3538,-63.67358,2.2981515,1
3539,40.14017,36.87041,5
3547,40.48731,54.086723,5
3548,39.4413,36.341377,5
3550,-68.55422,0.033511788,1
3552,-70.3861,3.4975588,1
3555,34.84739,39.560715,5
3556,-64.81945,19.175238,1
3557,-74.131195,12.415697,1
3564,-27.168629,-0.80227,7
3567,41.13063,47.326694,5
3570,30.918337,43.236103,5
3573,-68.48627,15.402519,1
3575,-65.06226,19.223005,1
3576,29.309439,41.754257,5
3577,29.113989,48.011982,5
3580,-15.264396,19.869701,7
3581,-68.64874,-0.5861567,1
3583,35.10249,46.772354,5
3585,27.694052,47.589657,5
3587,-25.389828,6.7615857,7
3588,-19.635902,-12.257306,7
3590,41.05232,47.848858,5
3593,-65.64331,1.3264722,1
3597,-20.469725,-10.608611,7
3599,-63.913803,3.3365774,1
3611,-1.6047922,0.8420729,7
3612,-4.0984015,-10.292199,7
3616,-4.210976,8.183046,7
3619,-0.14164913,4.4491673,7
3625,4.4660497,-4.8182316,7
3626,-4.032787,-10.30117,7
3627,-1.8359088,0.6471063,7
3628,-13.22869,7.168809,7
3631,-9.810182,-2.341949,7
3633,-3.978907,-10.454691,7
3634,6.6154556,-5.77569,7
3635,-5.0516634,-0.8022724,7
3636,1.0424905,-5.1216936,7
3637,-5.1651807,-0.68470925,7
3638,-5.234838,0.23806776,7
3640,7.4014826,3.1415172,7
3643,-1.7884189,-5.140264,7
3646,33.49723,43.700386,5
3649,6.5881968,-5.83303,7
3650,-5.6672425,-11.088069,7
3651,10.561799,17.64634,7
3652,10.680671,18.892725,7
3653,-25.794594,2.046005,7
3654,31.745657,50.34348,5
3655,5.525863,-6.3863707,7
3657,-18.176653,26.706646,7
3658,-14.203293,7.098463,7
3660,-24.87321,26.725464,7
3661,-0.39128816,-8.711975,7
3664,-0.7384421,6.152407,7
3670,-2.2294948,1.3133149,7
3674,-6.524533,-11.061684,7
3675,-12.422442,7.8736596,7
3678,-0.4675965,3.088452,7
3679,-9.950532,28.081339,7
3684,5.4127426,6.5912757,7
3685,-27.537998,17.760971,7
3686,-15.32218,32.11229,7
3690,0.5151351,4.654676,7
3691,9.739203,23.9211,7
3694,34.618683,47.238293,5
3696,-12.361761,30.808168,7
3698,3.558791,25.46845,7
3699,2.1035686,17.46184,7
3701,-0.4556591,11.930254,7
3702,-19.058325,30.242395,7
3703,-10.686162,23.420715,7
3705,12.670637,23.584412,7
3709,3.653643,25.237738,7
3710,-0.62462777,15.441471,7
3711,39.653927,46.19953,5
3714,-19.023928,29.139814,7
3719,-20.06351,29.841263,7
3726,-8.254427,12.738979,7
3728,-28.98077,5.2398324,7
3732,-24.850298,10.861499,7
3733,-16.625925,-0.7194096,7
3735,-18.946213,-3.6708088,7
3739,-16.65661,-3.1294792,7
3746,-67.418884,12.175689,1
3749,-8.011279,33.44401,7
3750,33.054855,39.831497,5
3752,-15.571317,1.3625357,7
3753,-16.564964,-4.528631,7
3754,0.37658706,12.063925,7
3760,-2.4133418,15.755958,7
3761,-11.726334,25.375706,7
3762,12.777204,21.922144,7
3767,-63.952175,4.6875854,1
3768,-61.564293,2.2740276,1
3772,-68.773384,3.5374782,1
3773,-62.631184,2.9116023,1
3777,29.740753,47.715836,5
3780,29.561655,40.692,5
3783,-12.811795,23.80839,7
3802,32.059334,49.79111,5
3804,-14.515442,19.522104,7
3805,34.939407,40.014454,5
3807,31.770435,50.47956,5
3810,-19.989594,29.698523,7
3811,31.22006,50.38463,5
3813,-13.4959545,22.04853,7
3818,-1.3350592,-10.964807,7
3821,34.273087,39.96782,5
3822,-21.723158,-1.2051222,7
3823,29.151875,46.20582,5
3825,-6.3210354,18.251272,7
3827,30.737167,46.339043,5
3832,-20.836908,29.579855,7
3833,-13.385108,26.982845,7
3838,-6.3380146,18.137539,7
3840,-14.375805,26.508265,7
3847,-16.728943,-4.6668158,7
3848,-20.132889,-0.91755825,7
3849,-19.76558,-10.037158,7
3850,-26.344133,8.02571,7
3853,-20.378202,1.7158641,7
3855,-20.506145,-8.865104,7
3856,-15.6594925,1.3397751,7
3863,28.859911,46.812992,5
3867,29.454361,40.662037,5
3872,-24.887291,24.612976,7
3873,-4.3136497,-11.916081,7
3874,-2.5170088,-9.184555,7
3875,-25.083529,0.52601355,7
3876,-27.461552,2.371446,7
3879,-22.113148,-2.049206,7
3880,-27.064062,-1.6587094,7
3884,-26.624382,0.6324644,7
3889,-3.5079403,-11.26744,7
3890,6.1023374,-6.071083,7
3891,-2.1827326,-10.603263,7
3896,-2.5927799,-10.815393,7
3897,-1.7001301,-10.603747,7
3898,-22.96778,-2.2593386,7
3901,-28.752426,4.2542634,7
3902,-24.002518,28.566282,7
3904,-22.641432,-3.2931361,7
3907,-20.491837,15.15337,7
3908,31.051739,48.915596,5
3909,-5.8172097,-11.643853,7
3913,-12.212473,15.831948,7
3915,0.07220909,-9.218237,7
3916,-5.7785974,-11.722707,7
3918,-23.91091,0.32075164,7
3920,-1.3658645,-9.667726,7
3921,-25.907656,0.47320893,7
3924,-27.857332,3.0190816,7
3927,-20.550283,14.811645,7
3929,-19.890785,-11.182316,7
3937,38.70063,44.676205,5
3941,-28.063835,1.4382999,7
3946,-26.273342,1.9818686,7
3965,-26.138403,1.1402503,7
3966,-27.161983,0.5439276,7
3971,-21.342297,-0.8934812,7
3972,33.10904,48.860744,5
3976,-69.15433,0.5553732,1
3983,-59.93437,-0.25747466,1
3993,-64.283195,8.248491,1
3994,-61.97147,2.1137445,1
3995,-70.058716,3.8039205,1
3997,28.299189,44.263214,5
3998,-14.729078,1.0323397,7
3999,-66.251564,3.7404997,1
4001,-72.22928,6.080271,1
4005,-70.957146,5.8825,1
4006,-64.01503,4.0662284,1
4007,-68.667305,7.085384,1
4015,-74.75625,9.279273,1
4016,-63.84453,-1.6758623,1
4022,-16.08179,-4.3479905,7
4024,-16.475166,-3.6138542,7
4025,30.616856,43.275623,5
4031,-64.79564,11.354989,1
4033,-65.70547,18.25613,1
4034,-67.93638,15.333798,1
4039,-65.39357,19.283602,1
4040,-67.8191,13.435082,1
4041,-68.27321,7.5915847,1
4051,29.097971,40.8167,5
4064,27.328438,47.85257,5
4068,-65.087074,12.20909,1
4069,-69.05714,12.647881,1
4072,-67.56035,17.568968,1
4073,-70.60635,14.803244,1
4076,-64.82019,18.443176,1
4080,29.245222,47.143845,5
4091,-61.22603,3.5837684,1
4099,43.04453,45.16296,5
4108,-72.095146,14.066902,1
4126,13.261802,20.356743,7
4138,-18.370966,29.367092,7
4149,11.809643,24.618559,7
4151,-9.501529,34.682114,7
4160,-4.895741,14.725064,7
4162,6.6181183,19.07742,7
4163,-10.086067,18.267124,7
4164,12.595413,18.618385,7
4165,0.23835236,26.017078,7
4168,-26.004755,23.761938,7
4174,-27.954887,7.853317,7
4175,1.6980329,27.869694,7
4176,-11.380763,-4.763081,7
4179,2.454923,27.293514,7
4187,-17.141924,-1.1569484,7
4189,-12.326405,6.983449,7
4192,-5.76271,18.091133,7
4194,-25.73194,2.655377,7
4201,7.0116034,19.080143,7
4207,8.29569,23.084362,7
4216,-26.15557,10.015761,7
4226,-28.715578,9.574939,7
4236,-70.48121,15.568574,1
4237,-67.80917,16.198507,1
4244,-68.20466,17.928064,1
4246,-63.42267,12.602725,1
4256,29.987616,48.92854,5
4329,-15.448278,23.551115,7
4332,-14.092165,18.617085,7
4336,0.17774509,24.818083,7
4337,-15.161536,21.86998,7
4338,-14.847735,22.077507,7
4346,-72.17862,13.905071,1
4349,-64.766754,7.8070016,1
4386,9.469665,18.710157,7
4388,-2.309171,14.218287,7
4394,9.755202,18.023462,7
4398,12.494565,23.40838,7
4401,12.172724,24.863321,7
4403,1.5242646,24.577747,7
4426,34.145905,41.875233,5
4437,3.5278854,27.233896,7
4439,-22.495092,-3.696985,7
4449,0.10606189,22.123175,7
4457,11.960359,22.616692,7
4466,12.85132,17.627033,7
4468,-0.33853114,21.866133,7
4472,0.8116061,17.207165,7
4473,0.5392944,22.21812,7
4495,2.492053,19.7499,7
4496,4.101647,9.314733,7
4541,2.7777376,27.56158,7
4571,2.8755343,19.676498,7
4574,-0.2393854,23.911316,7
4578,-11.539787,25.596382,7
4753,0.1523882,14.8176,7
4756,12.256111,24.419903,7
4765,7.7271705,19.096273,7
4767,6.0475664,11.170113,7
4769,9.3311615,19.270245,7
4776,-1.583278,21.272501,7
4822,-14.607476,26.492563,7
4827,-14.473037,24.859097,7
4851,10.951792,18.774624,7
4854,-2.3865592,24.083185,7
5009,14.463572,19.393723,7
5047,-65.22298,4.0630393,1
5048,-20.1236,-10.056577,7
5049,-13.656774,4.149668,7
5251,-69.49479,15.493677,1
5267,-65.56482,18.756716,1
5268,-62.718445,16.95076,1
5289,-66.050285,14.917931,1
5293,-70.45428,15.317009,1
5294,-70.42203,12.796324,1
5295,-66.40765,19.411613,1
5309,39.21988,55.556396,5
5315,-64.23362,17.457308,1
5323,28.957594,43.025143,5
5330,28.700481,47.558422,5
5332,29.58678,44.103218,5
